,identifier,species_id,sprite_location,height,weight,base_experience,order,is_default,identifier_species,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate_id,forms_switchable,order_species,base_hp,base_attack,base_defense,base_special_attack,base_special_defense,base_speed,effort_hp,effort_attack,effort_defense,effort_special_attack,effort_special_defense,effort_speed
598,ferrothorn,598,,10,1100,171,692,1,ferrothorn,5,597,304,4,10,,4,90,70,0,20,0,2,0,599,74,94,131,54,116,20,0,0,2,0,0,0
599,klink,599,,3,210,60,693,1,klink,5,,305,4,11,,-1,130,70,0,20,0,4,0,600,40,55,70,45,60,30,0,0,1,0,0,0
600,klang,600,,6,510,154,694,1,klang,5,599,305,4,11,,-1,60,70,0,20,0,4,0,601,60,80,95,70,85,50,0,0,2,0,0,0
601,klinklang,601,,6,810,234,695,1,klinklang,5,600,305,4,11,,-1,30,70,0,20,0,4,0,602,60,100,115,70,85,90,0,0,3,0,0,0
602,tynamo,602,,2,3,55,696,1,tynamo,5,,306,9,3,,4,190,70,0,20,0,1,0,603,35,55,40,45,40,60,0,0,0,0,0,1
603,eelektrik,603,,12,220,142,697,1,eelektrik,5,602,306,2,3,,4,60,70,0,20,0,1,0,604,65,85,70,75,70,40,0,2,0,0,0,0
604,eelektross,604,,21,805,232,698,1,eelektross,5,603,306,2,3,,4,30,70,0,20,0,1,0,605,85,115,80,105,80,50,0,3,0,0,0,0
605,elgyem,605,,5,90,67,699,1,elgyem,5,,307,2,6,,4,255,70,0,20,0,2,0,606,55,55,55,85,55,30,0,0,0,1,0,0
606,beheeyem,606,,10,345,170,700,1,beheeyem,5,605,307,3,12,,4,90,70,0,20,0,2,0,607,75,75,75,125,95,40,0,0,0,2,0,0
607,litwick,607,,3,31,55,701,1,litwick,5,,308,9,5,,4,190,70,0,20,0,4,0,608,50,30,55,65,55,20,0,0,0,1,0,0
608,lampent,608,,6,130,130,702,1,lampent,5,607,308,1,4,,4,90,70,0,20,0,4,0,609,60,40,60,95,60,55,0,0,0,2,0,0
609,chandelure,609,,10,343,234,703,1,chandelure,5,608,308,1,4,,4,45,70,0,20,0,4,0,610,60,55,90,145,90,80,0,0,0,3,0,0
610,axew,610,,6,180,64,704,1,axew,5,,309,5,6,,4,75,35,0,40,0,1,0,611,46,87,60,30,40,57,0,1,0,0,0,0
611,fraxure,611,,10,360,144,705,1,fraxure,5,610,309,5,6,,4,60,35,0,40,0,1,0,612,66,117,70,40,50,67,0,2,0,0,0,0
612,haxorus,612,,18,1055,243,706,1,haxorus,5,611,309,10,6,,4,45,35,0,40,0,1,0,613,76,147,90,60,70,97,0,3,0,0,0,0
613,cubchoo,613,,5,85,61,707,1,cubchoo,5,,310,9,6,,4,120,70,0,20,0,2,0,614,55,70,40,60,40,40,0,1,0,0,0,0
614,beartic,614,,26,2600,177,708,1,beartic,5,613,310,9,8,,4,60,70,0,20,0,2,0,615,95,130,80,70,80,50,0,2,0,0,0,0
615,cryogonal,615,,11,1480,180,709,1,cryogonal,5,,311,2,1,,-1,25,70,0,25,0,2,0,616,80,50,50,95,135,105,0,0,0,0,2,0
616,shelmet,616,,4,77,61,710,1,shelmet,5,,312,8,1,,4,200,70,0,15,0,2,0,617,50,40,85,40,65,25,0,0,1,0,0,0
617,accelgor,617,,8,253,173,711,1,accelgor,5,616,312,8,4,,4,75,70,0,15,0,2,0,618,80,70,40,100,60,145,0,0,0,0,0,2
618,stunfisk,618,,7,110,165,712,1,stunfisk,5,,313,3,3,,4,75,70,0,20,0,2,0,619,109,66,84,81,99,32,2,0,0,0,0,0
619,mienfoo,619,,9,200,70,713,1,mienfoo,5,,314,10,6,,4,180,70,0,25,0,4,0,620,45,85,50,55,50,65,0,1,0,0,0,0
620,mienshao,620,,14,355,179,714,1,mienshao,5,619,314,7,6,,4,45,70,0,25,0,4,0,621,65,125,60,95,60,105,0,2,0,0,0,0
621,druddigon,621,,16,1390,170,715,1,druddigon,5,,315,8,6,,4,45,70,0,30,0,2,0,622,77,120,90,60,90,48,0,2,0,0,0,0
622,golett,622,,10,920,61,716,1,golett,5,,316,5,12,,-1,190,70,0,25,0,2,0,623,59,74,50,35,50,35,0,1,0,0,0,0
623,golurk,623,,28,3300,169,717,1,golurk,5,622,316,5,12,,-1,90,70,0,25,0,2,0,624,89,124,80,55,80,55,0,2,0,0,0,0
624,pawniard,624,,5,102,68,718,1,pawniard,5,,317,8,12,,4,120,35,0,20,0,2,0,625,45,85,70,40,40,60,0,1,0,0,0,0
625,bisharp,625,,16,700,172,719,1,bisharp,5,624,317,8,12,,4,45,35,0,20,0,2,0,626,65,125,100,60,70,70,0,2,0,0,0,0
626,bouffalant,626,,16,946,172,720,1,bouffalant,5,,318,3,8,,4,45,70,0,20,0,2,0,627,95,110,95,40,95,55,0,2,0,0,0,0
627,rufflet,627,,5,105,70,721,1,rufflet,5,,319,9,9,,0,190,70,0,20,0,1,0,628,70,83,50,37,50,60,0,1,0,0,0,0
628,braviary,628,,15,410,179,722,1,braviary,5,627,319,8,9,,0,60,70,0,20,0,1,0,629,100,123,75,57,75,80,0,2,0,0,0,0
629,vullaby,629,,5,90,74,723,1,vullaby,5,,320,3,9,,8,190,35,0,20,0,1,0,630,70,55,75,45,65,60,0,0,1,0,0,0
630,mandibuzz,630,,12,395,179,724,1,mandibuzz,5,629,320,3,9,,8,60,35,0,20,0,1,0,631,110,65,105,55,95,80,0,0,0,2,0,0
631,heatmor,631,,14,580,169,725,1,heatmor,5,,321,8,6,,4,90,70,0,20,0,2,0,632,85,97,66,105,66,65,0,0,0,2,0,0
632,durant,632,,3,330,169,726,1,durant,5,,322,4,14,,4,90,70,0,20,0,2,0,633,58,109,112,48,48,109,0,0,2,0,0,0
633,deino,633,,8,173,60,727,1,deino,5,,323,2,8,,4,45,35,0,40,0,1,0,634,52,65,50,45,50,38,0,1,0,0,0,0
634,zweilous,634,,14,500,147,728,1,zweilous,5,633,323,2,8,,4,45,35,0,40,0,1,0,635,72,85,70,65,70,58,0,2,0,0,0,0
635,hydreigon,635,,18,1600,270,729,1,hydreigon,5,634,323,2,6,,4,45,35,0,40,0,1,0,636,92,105,90,125,90,98,0,0,0,3,0,0
636,larvesta,636,,11,288,72,730,1,larvesta,5,,324,9,14,,4,45,70,0,40,0,1,0,637,55,85,55,50,55,60,0,1,0,0,0,0
637,volcarona,637,,16,460,248,731,1,volcarona,5,636,324,9,13,,4,15,70,0,40,0,1,0,638,85,60,65,135,105,100,0,0,0,3,0,0
638,cobalion,638,,21,2500,261,732,1,cobalion,5,,325,2,8,,-1,3,35,0,80,0,1,0,639,91,90,129,90,72,108,0,0,3,0,0,0
639,terrakion,639,,19,2600,261,733,1,terrakion,5,,326,4,8,,-1,3,35,0,80,0,1,0,640,91,129,90,72,90,108,0,3,0,0,0,0
640,virizion,640,190,20,2000,261,734,1,virizion,5,,327,5,8,,-1,3,35,0,80,0,1,0,641,91,90,72,90,129,108,0,0,0,0,3,0
641,tornadus-incarnate,641,,15,630,261,735,1,tornadus,5,,328,5,4,,0,3,90,0,120,0,1,1,642,79,115,70,125,80,111,0,3,0,0,0,0
10019,tornadus-therian,641,,14,630,261,736,0,tornadus,5,,328,5,4,,0,3,90,0,120,0,1,1,642,79,100,80,110,90,121,0,0,0,0,0,3
642,thundurus-incarnate,642,,15,610,261,737,1,thundurus,5,,329,2,4,,0,3,90,0,120,0,1,1,643,79,115,70,125,80,111,0,3,0,0,0,0
10020,thundurus-therian,642,,30,610,261,738,0,thundurus,5,,329,2,4,,0,3,90,0,120,0,1,1,643,79,105,70,145,80,101,0,0,0,3,0,0
643,reshiram,643,,32,3300,306,739,1,reshiram,5,,330,9,9,,-1,3,0,0,120,0,1,0,644,100,120,100,150,120,90,0,0,0,3,0,0
644,zekrom,644,,29,3450,306,740,1,zekrom,5,,331,1,6,,-1,3,0,0,120,0,1,0,645,100,150,120,120,100,90,0,3,0,0,0,0
645,landorus-incarnate,645,,15,680,270,741,1,landorus,5,,332,3,4,,0,3,90,0,120,0,1,1,646,89,125,90,115,80,101,0,0,0,3,0,0
10021,landorus-therian,645,,13,680,270,742,0,landorus,5,,332,3,4,,0,3,90,0,120,0,1,1,646,89,145,90,105,80,91,0,3,0,0,0,0
646,kyurem,646,,30,3250,297,743,1,kyurem,5,,333,4,6,,-1,3,0,0,120,0,1,1,647,125,130,90,130,90,95,1,1,0,1,0,0
10023,kyurem-white,646,,36,3250,315,744,0,kyurem,5,,333,4,6,,-1,3,0,0,120,0,1,1,647,125,120,90,170,100,95,0,0,0,3,0,0
10022,kyurem-black,646,,33,3250,315,745,0,kyurem,5,,333,4,6,,-1,3,0,0,120,0,1,1,647,125,170,100,120,90,95,0,3,0,0,0,0
647,keldeo-ordinary,647,,14,485,261,746,1,keldeo,5,,334,10,8,,-1,3,35,0,80,0,1,1,648,91,72,90,129,90,108,0,0,0,3,0,0
10024,keldeo-resolute,647,,14,485,261,747,0,keldeo,5,,334,10,8,,-1,3,35,0,80,0,1,1,648,91,72,90,129,90,108,0,0,0,3,0,0
648,meloetta-aria,648,,6,65,270,748,1,meloetta,5,,335,9,12,,-1,3,100,0,120,0,1,1,649,100,77,77,128,128,90,0,0,0,1,1,1
10018,meloetta-pirouette,648,,6,65,270,749,0,meloetta,5,,335,9,12,,-1,3,100,0,120,0,1,1,649,100,128,90,77,77,128,0,1,1,0,0,1
649,genesect,649,,15,825,270,750,1,genesect,5,,336,7,12,,-1,3,0,0,120,0,1,1,650,71,120,95,120,95,99,0,1,0,1,0,1
700,sylveon,700,,10,235,184,206,1,sylveon,6,133,67,6,8,,1,45,70,0,35,0,2,0,165,95,65,65,110,130,60,0,0,0,0,2,0
650,chespin,650,,4,90,63,751,1,chespin,6,,337,5,6,,1,45,70,0,20,0,4,0,651,56,61,65,48,45,38,0,0,1,0,0,0
651,quilladin,651,,7,290,142,752,1,quilladin,6,650,337,5,6,,1,45,70,0,20,0,4,0,652,61,78,95,56,58,57,0,0,2,0,0,0
652,chesnaught,652,,16,900,239,753,1,chesnaught,6,651,337,5,6,,1,45,70,0,20,0,4,0,653,88,107,122,74,75,64,0,0,3,0,0,0
653,fennekin,653,,4,94,61,754,1,fennekin,6,,338,8,8,,1,45,70,0,20,0,4,0,654,40,45,40,62,60,60,0,0,0,1,0,0
654,braixen,654,,10,145,143,755,1,braixen,6,653,338,8,6,,1,45,70,0,20,0,4,0,655,59,59,58,90,70,73,0,0,0,2,0,0
655,delphox,655,,15,390,240,756,1,delphox,6,654,338,8,6,,1,45,70,0,20,0,4,0,656,75,69,72,114,100,104,0,0,0,3,0,0
656,froakie,656,,3,70,63,757,1,froakie,6,,339,2,8,,1,45,70,0,20,0,4,0,657,41,56,40,62,44,71,0,0,0,0,0,1
657,frogadier,657,,6,109,142,758,1,frogadier,6,656,339,2,12,,1,45,70,0,20,0,4,0,658,54,63,52,83,56,97,0,0,0,0,0,2
658,greninja,658,,15,400,239,759,1,greninja,6,657,339,2,12,,1,45,70,0,20,0,4,0,659,72,95,67,103,71,122,0,0,0,0,0,3
10116,greninja-battle-bond,658,,15,400,239,760,0,greninja,6,657,339,2,12,,1,45,70,0,20,0,4,0,659,72,95,67,103,71,122,0,0,0,0,0,3
10117,greninja-ash,658,,15,400,288,761,0,greninja,6,657,339,2,12,,1,45,70,0,20,0,4,0,659,72,145,67,153,71,132,0,0,0,0,0,3
659,bunnelby,659,,4,50,47,762,1,bunnelby,6,,340,3,6,,4,255,70,0,15,0,2,0,660,38,36,38,32,36,57,0,0,0,0,0,1
660,diggersby,660,,10,424,148,763,1,diggersby,6,659,340,3,6,,4,127,70,0,15,0,2,0,661,85,56,77,50,77,78,2,0,0,0,0,0
661,fletchling,661,,3,17,56,764,1,fletchling,6,,341,8,9,,4,255,70,0,15,0,4,0,662,45,50,43,40,38,62,0,0,0,0,0,1
662,fletchinder,662,,7,160,134,765,1,fletchinder,6,661,341,8,9,,4,120,70,0,15,0,4,0,663,62,73,55,56,52,84,0,0,0,0,0,2
663,talonflame,663,,12,245,175,766,1,talonflame,6,662,341,8,9,,4,45,70,0,15,0,4,0,664,78,81,71,74,69,126,0,0,0,0,0,3
664,scatterbug,664,,3,25,40,767,1,scatterbug,6,,342,1,14,,4,255,70,0,15,0,2,0,665,38,35,40,27,25,35,0,0,1,0,0,0
665,spewpa,665,,3,84,75,768,1,spewpa,6,664,342,1,5,,4,120,70,0,15,0,2,0,666,45,22,60,27,30,29,0,0,2,0,0,0
666,vivillon,666,,12,170,185,769,1,vivillon,6,665,342,9,13,,4,45,70,0,15,0,2,0,667,80,52,50,90,50,89,1,0,0,1,0,1
667,litleo,667,,6,135,74,770,1,litleo,6,,343,3,8,,7,220,70,0,20,0,4,0,668,62,50,58,73,54,72,0,0,0,1,0,0
668,pyroar,668,,15,815,177,771,1,pyroar,6,667,343,3,8,,7,65,70,0,20,1,4,0,669,86,68,72,109,66,106,0,0,0,2,0,0
669,flabebe,669,,1,1,61,772,1,flabebe,6,,344,9,4,,8,225,70,0,20,0,2,0,670,44,38,39,61,79,42,0,0,0,0,1,0
670,floette,670,,2,9,130,773,1,floette,6,669,344,9,4,,8,120,70,0,20,0,2,0,671,54,45,47,75,98,52,0,0,0,0,2,0
10061,floette-eternal,670,,2,9,243,774,0,floette,6,669,344,9,4,,8,120,70,0,20,0,2,0,671,74,65,67,125,128,92,0,0,0,0,2,0
671,florges,671,,11,100,248,775,1,florges,6,670,344,9,4,,8,45,70,0,20,0,2,0,672,78,65,68,112,154,75,0,0,0,0,3,0
672,skiddo,672,,9,310,70,776,1,skiddo,6,,345,3,8,,4,200,70,0,20,0,2,0,673,66,65,48,62,57,52,1,0,0,0,0,0
673,gogoat,673,,17,910,186,777,1,gogoat,6,672,345,3,8,,4,45,70,0,20,0,2,0,674,123,100,62,97,81,68,2,0,0,0,0,0
674,pancham,674,,6,80,70,778,1,pancham,6,,346,9,6,,4,220,70,0,25,0,2,0,675,67,82,62,46,48,43,0,1,0,0,0,0
675,pangoro,675,,21,1360,173,779,1,pangoro,6,674,346,9,12,,4,65,70,0,25,0,2,0,676,95,124,78,69,71,58,0,2,0,0,0,0
676,furfrou,676,,12,280,165,780,1,furfrou,6,,347,9,8,,4,160,70,0,20,0,2,1,677,75,80,60,65,90,102,0,0,0,0,0,1
677,espurr,677,,3,35,71,781,1,espurr,6,,348,4,6,,4,190,70,0,20,0,2,0,678,62,48,54,63,60,68,0,0,0,0,0,1
678,meowstic-male,678,,6,85,163,782,1,meowstic,6,677,348,2,6,,4,75,70,0,20,1,2,0,679,74,48,76,83,81,104,0,0,0,0,0,2
10025,meowstic-female,678,,6,85,163,783,0,meowstic,6,677,348,2,6,,4,75,70,0,20,1,2,0,679,74,48,76,83,81,104,0,0,0,0,0,2
679,honedge,679,,8,20,65,784,1,honedge,6,,349,3,5,,4,180,70,0,20,0,2,0,680,45,80,100,35,37,28,0,0,1,0,0,0
680,doublade,680,,8,45,157,785,1,doublade,6,679,349,3,11,,4,90,70,0,20,0,2,0,681,59,110,150,45,49,35,0,0,2,0,0,0
681,aegislash-shield,681,,17,530,234,786,1,aegislash,6,680,349,3,5,,4,45,70,0,20,0,2,1,682,60,50,150,50,150,60,0,0,2,0,1,0
10026,aegislash-blade,681,,17,530,234,787,0,aegislash,6,680,349,3,5,,4,45,70,0,20,0,2,1,682,60,150,50,150,50,60,0,2,0,1,0,0
682,spritzee,682,,2,5,68,788,1,spritzee,6,,350,6,4,,4,200,70,0,20,0,2,0,683,78,52,60,63,65,23,1,0,0,0,0,0
683,aromatisse,683,,8,155,162,789,1,aromatisse,6,682,350,6,12,,4,140,70,0,20,0,2,0,684,101,72,72,99,89,29,2,0,0,0,0,0
684,swirlix,684,,4,35,68,790,1,swirlix,6,,351,9,7,,4,200,70,0,20,0,2,0,685,62,48,66,59,57,49,0,0,1,0,0,0
685,slurpuff,685,,8,50,168,791,1,slurpuff,6,684,351,9,12,,4,140,70,0,20,0,2,0,686,82,80,86,85,75,72,0,0,2,0,0,0
686,inkay,686,,4,35,58,792,1,inkay,6,,352,2,10,,4,190,70,0,20,0,2,0,687,53,54,53,37,46,45,0,1,0,0,0,0
687,malamar,687,,15,470,169,793,1,malamar,6,686,352,2,5,,4,80,70,0,20,0,2,0,688,86,92,88,68,75,73,0,2,0,0,0,0
688,binacle,688,,5,310,61,794,1,binacle,6,,353,3,11,,4,120,70,0,20,0,2,0,689,42,52,67,39,56,50,0,1,0,0,0,0
689,barbaracle,689,,13,960,175,795,1,barbaracle,6,688,353,3,11,,4,45,70,0,20,0,2,0,690,72,105,115,54,86,68,0,2,0,0,0,0
690,skrelp,690,,5,73,64,796,1,skrelp,6,,354,3,5,,4,225,70,0,20,0,2,0,691,50,60,60,60,60,30,0,0,0,0,1,0
691,dragalge,691,,18,815,173,797,1,dragalge,6,690,354,3,5,,4,55,70,0,20,0,2,0,692,65,75,90,97,123,44,0,0,0,0,2,0
692,clauncher,692,,5,83,66,798,1,clauncher,6,,355,2,14,,4,225,70,0,15,0,1,0,693,50,53,62,58,63,44,0,0,0,1,0,0
693,clawitzer,693,,13,353,100,799,1,clawitzer,6,692,355,2,2,,4,55,70,0,15,0,1,0,694,71,73,88,120,89,59,0,0,0,2,0,0
694,helioptile,694,,5,60,58,800,1,helioptile,6,,356,10,6,,4,190,70,0,20,0,2,0,695,44,38,33,61,43,70,0,0,0,0,0,1
695,heliolisk,695,,10,210,168,801,1,heliolisk,6,694,356,10,6,,4,75,70,0,20,0,2,0,696,62,55,52,109,94,109,0,0,0,1,0,1
696,tyrunt,696,,8,260,72,802,1,tyrunt,6,,357,3,6,,1,45,70,0,30,0,2,0,697,58,89,77,45,45,48,0,1,0,0,0,0
697,tyrantrum,697,,25,2700,182,803,1,tyrantrum,6,696,357,8,6,,1,45,70,0,30,0,2,0,698,82,121,119,69,59,71,0,2,0,0,0,0
698,amaura,698,,13,252,72,804,1,amaura,6,,358,2,8,,1,45,70,0,30,0,2,0,699,77,59,50,67,63,46,1,0,0,0,0,0
699,aurorus,699,,27,2250,104,805,1,aurorus,6,698,358,2,8,,1,45,70,0,30,0,2,0,700,123,77,72,99,92,58,2,0,0,0,0,0
701,hawlucha,701,,8,215,175,806,1,hawlucha,6,,359,5,12,,4,100,70,0,20,0,2,0,701,78,92,75,74,63,118,0,2,0,0,0,0
702,dedenne,702,,2,22,151,807,1,dedenne,6,,360,10,6,,4,180,70,0,20,0,2,0,702,67,58,57,81,67,101,0,0,0,0,0,2
703,carbink,703,,3,57,100,808,1,carbink,6,,361,4,1,,-1,60,70,0,25,0,1,0,703,50,50,150,50,150,50,0,0,1,0,1,0
704,goomy,704,,3,28,60,809,1,goomy,6,,362,7,2,,4,45,35,0,40,0,1,0,704,45,50,35,55,75,40,0,0,0,0,1,0
705,sliggoo,705,,8,175,158,810,1,sliggoo,6,704,362,7,2,,4,45,35,0,40,0,1,0,705,68,75,53,83,113,60,0,0,0,0,2,0
706,goodra,706,,20,1505,270,811,1,goodra,6,705,362,7,6,,4,45,35,0,40,0,1,0,706,90,100,70,110,150,80,0,0,0,0,3,0
707,klefki,707,,2,30,165,812,1,klefki,6,,363,4,1,,4,75,70,0,20,0,3,0,707,57,80,91,80,87,75,0,0,1,0,0,0
708,phantump,708,,4,70,62,813,1,phantump,6,,364,3,4,,4,120,70,0,20,0,2,0,708,43,70,48,50,60,38,0,1,0,0,0,0
709,trevenant,709,,15,710,166,814,1,trevenant,6,708,364,3,10,,4,60,70,0,20,0,2,0,709,85,110,76,65,82,56,0,2,0,0,0,0
710,pumpkaboo-average,710,,4,50,67,815,1,pumpkaboo,6,,365,3,1,,4,120,70,0,20,0,2,0,710,49,66,70,44,55,51,0,0,1,0,0,0
10027,pumpkaboo-small,710,,3,35,67,816,0,pumpkaboo,6,,365,3,1,,4,120,70,0,20,0,2,0,710,44,66,70,44,55,56,0,0,1,0,0,0
10028,pumpkaboo-large,710,,5,75,67,817,0,pumpkaboo,6,,365,3,1,,4,120,70,0,20,0,2,0,710,54,66,70,44,55,46,0,0,1,0,0,0
10029,pumpkaboo-super,710,,8,150,67,818,0,pumpkaboo,6,,365,3,1,,4,120,70,0,20,0,2,0,710,59,66,70,44,55,41,0,0,1,0,0,0
711,gourgeist-average,711,,9,125,173,819,1,gourgeist,6,710,365,3,5,,4,60,70,0,20,0,2,0,711,65,90,122,58,75,84,0,0,2,0,0,0
10030,gourgeist-small,711,,7,95,173,820,0,gourgeist,6,710,365,3,5,,4,60,70,0,20,0,2,0,711,55,85,122,58,75,99,0,0,2,0,0,0
10031,gourgeist-large,711,,11,140,173,821,0,gourgeist,6,710,365,3,5,,4,60,70,0,20,0,2,0,711,75,95,122,58,75,69,0,0,2,0,0,0
10032,gourgeist-super,711,,17,390,173,822,0,gourgeist,6,710,365,3,5,,4,60,70,0,20,0,2,0,711,85,100,122,58,75,54,0,0,2,0,0,0
712,bergmite,712,,10,995,61,823,1,bergmite,6,,366,2,8,,4,190,70,0,20,0,2,0,712,55,69,85,32,35,28,0,0,1,0,0,0
713,avalugg,713,,20,5050,180,824,1,avalugg,6,712,366,2,8,,4,55,70,0,20,0,2,0,713,95,117,184,44,46,28,0,0,2,0,0,0
714,noibat,714,,5,80,49,825,1,noibat,6,,367,7,9,,4,190,70,0,20,0,2,0,714,40,30,35,45,40,55,0,0,0,0,0,1
715,noivern,715,,15,850,187,826,1,noivern,6,714,367,7,9,,4,45,70,0,20,0,2,0,715,85,70,80,97,80,123,0,0,0,0,0,2
716,xerneas,716,,30,2150,306,827,1,xerneas,6,,368,2,8,,-1,45,0,0,120,0,1,1,716,126,131,95,131,98,99,3,0,0,0,0,0
717,yveltal,717,,58,2030,306,828,1,yveltal,6,,369,8,9,,-1,45,0,0,120,0,1,0,717,126,131,95,131,98,99,3,0,0,0,0,0
718,zygarde,718,,50,3050,270,829,1,zygarde,6,,370,5,2,,-1,3,0,0,120,0,1,0,718,108,100,121,81,95,95,3,0,0,0,0,0
10118,zygarde-10,718,,12,335,219,830,0,zygarde,6,,370,5,2,,-1,3,0,0,120,0,1,0,718,54,100,71,61,85,115,3,0,0,0,0,0
10119,zygarde-50,718,,50,3050,270,831,0,zygarde,6,,370,5,2,,-1,3,0,0,120,0,1,0,718,108,100,121,81,95,95,3,0,0,0,0,0
10120,zygarde-complete,718,,45,6100,319,832,0,zygarde,6,,370,5,2,,-1,3,0,0,120,0,1,0,718,216,100,121,91,95,85,3,0,0,0,0,0
719,diancie,719,,7,88,270,833,1,diancie,6,,371,6,4,,-1,3,70,0,25,0,1,1,719,50,100,150,100,150,50,0,0,1,0,2,0
10075,diancie-mega,719,,11,278,315,834,0,diancie,6,,371,6,4,,-1,3,70,0,25,0,1,1,719,50,160,110,160,110,110,0,0,1,0,2,0
720,hoopa,720,,5,90,270,835,1,hoopa,6,,372,7,4,,-1,3,100,0,120,0,1,0,720,80,110,60,150,130,70,0,0,0,3,0,0
10086,hoopa-unbound,720,,65,4900,306,836,0,hoopa,6,,372,7,4,,-1,3,100,0,120,0,1,0,720,80,160,60,170,130,80,0,0,0,3,0,0
721,volcanion,721,,17,1950,270,837,1,volcanion,6,,373,3,8,,-1,3,100,0,120,0,1,0,721,80,110,120,130,90,70,0,0,0,3,0,0
722,rowlet,722,,3,15,64,838,1,rowlet,7,,374,3,9,,1,45,70,0,15,0,4,0,722,68,55,55,50,50,42,1,0,0,0,0,0
723,dartrix,723,,7,160,147,839,1,dartrix,7,722,374,3,9,,1,45,70,0,15,0,4,0,723,78,75,75,70,70,52,2,0,0,0,0,0
724,decidueye,724,,16,366,239,840,1,decidueye,7,723,374,3,9,,1,45,70,0,15,0,4,0,724,78,107,75,100,100,70,0,3,0,0,0,0
725,litten,725,,4,43,64,841,1,litten,7,,375,8,8,,1,45,70,0,15,0,4,0,725,45,65,40,60,40,70,0,0,0,0,0,1
726,torracat,726,,7,250,147,842,1,torracat,7,725,375,8,8,,1,45,70,0,15,0,4,0,726,65,85,50,80,50,90,0,0,0,0,0,2
727,incineroar,727,,18,830,239,843,1,incineroar,7,726,375,8,6,,1,45,70,0,15,0,4,0,727,95,115,90,80,90,60,0,3,0,0,0,0
728,popplio,728,,4,75,64,844,1,popplio,7,,376,2,3,,1,45,70,0,15,0,4,0,728,50,54,54,66,56,40,0,0,0,1,0,0
729,brionne,729,,6,175,147,845,1,brionne,7,728,376,2,3,,1,45,70,0,15,0,4,0,729,60,69,69,91,81,50,0,0,0,2,0,0
730,primarina,730,,18,440,239,846,1,primarina,7,729,376,2,3,,1,45,70,0,15,0,4,0,730,80,74,74,126,116,60,0,0,0,3,0,0
731,pikipek,731,,3,12,53,847,1,pikipek,7,,377,1,9,,4,255,70,0,15,0,2,0,731,35,75,30,30,30,65,0,1,0,0,0,0
732,trumbeak,732,,6,148,124,848,1,trumbeak,7,731,377,1,9,,4,120,70,0,15,0,2,0,732,55,85,50,40,50,75,0,2,0,0,0,0
733,toucannon,733,,11,260,218,849,1,toucannon,7,732,377,1,9,,4,45,70,0,15,0,2,0,733,80,120,75,75,75,60,0,3,0,0,0,0
734,yungoos,734,,4,60,51,850,1,yungoos,7,,378,3,8,,4,255,70,0,15,0,2,0,734,48,70,30,30,30,45,0,1,0,0,0,0
735,gumshoos,735,,7,142,146,851,1,gumshoos,7,734,378,3,8,,4,127,70,0,15,0,2,0,735,88,110,60,55,60,45,0,2,0,0,0,0
10121,gumshoos-totem,735,,14,600,146,852,0,gumshoos,7,734,378,3,8,,4,127,70,0,15,0,2,0,735,88,110,60,55,60,45,0,2,0,0,0,0
736,grubbin,736,,4,44,60,853,1,grubbin,7,,379,4,14,,4,255,70,0,15,0,2,0,736,47,62,45,55,45,46,0,1,0,0,0,0
737,charjabug,737,,5,105,140,854,1,charjabug,7,736,379,5,2,,4,120,70,0,15,0,2,0,737,57,82,95,55,75,36,0,0,2,0,0,0
738,vikavolt,738,,15,450,225,855,1,vikavolt,7,737,379,2,14,,4,45,70,0,15,0,2,0,738,77,70,90,145,75,43,0,0,0,3,0,0
10122,vikavolt-totem,738,,26,1475,225,856,0,vikavolt,7,737,379,2,14,,4,45,70,0,15,0,2,0,738,77,70,90,145,75,43,0,0,0,3,0,0
739,crabrawler,739,,6,70,68,857,1,crabrawler,7,,380,7,14,,4,225,70,0,20,0,2,0,739,47,82,57,42,47,63,0,1,0,0,0,0
740,crabominable,740,,17,1800,167,858,1,crabominable,7,739,380,9,14,,4,60,70,0,20,0,2,0,740,97,132,77,62,67,43,0,2,0,0,0,0
741,oricorio-baile,741,,6,34,167,859,1,oricorio,7,,381,8,9,,6,45,70,0,20,0,2,0,741,75,70,70,98,70,93,0,0,0,2,0,0
10123,oricorio-pom-pom,741,,6,34,167,860,0,oricorio,7,,381,8,9,,6,45,70,0,20,0,2,0,741,75,70,70,98,70,93,0,0,0,2,0,0
10124,oricorio-pau,741,,6,34,167,861,0,oricorio,7,,381,8,9,,6,45,70,0,20,0,2,0,741,75,70,70,98,70,93,0,0,0,2,0,0
10125,oricorio-sensu,741,,6,34,167,862,0,oricorio,7,,381,8,9,,6,45,70,0,20,0,2,0,741,75,70,70,98,70,93,0,0,0,2,0,0
742,cutiefly,742,,1,2,61,863,1,cutiefly,7,,382,10,14,,4,190,70,0,20,0,2,0,742,40,45,40,55,40,84,0,0,0,0,0,1
743,ribombee,743,,2,5,162,864,1,ribombee,7,742,382,10,13,,4,75,70,0,20,0,2,0,743,60,55,60,95,70,124,0,0,0,0,0,2
10150,ribombee-totem,743,,4,20,162,865,0,ribombee,7,742,382,10,13,,4,75,70,0,20,0,2,0,743,60,55,60,95,70,124,0,0,0,0,0,2
